Id,Title,DOI,Year,Source
"M511","An I/O-Efficient Disk-based Graph System for Scalable Second-Order Random Walk of Large Graphs","10.14778/3529337.3529346",2022,"SNOWBALLING FORWARD 1"
"M512","Microservice Architecture Reconstruction and Visualization Techniques: A Review","10.1109/SOSE55356.2022.00011",2022,"SNOWBALLING FORWARD 1"
"M513","Serverless: From Bad Practices to Good Solutions","10.1109/SOSE55356.2022.00016",2022,"SNOWBALLING FORWARD 1"
"M514","Microvision: Static analysis-based approach to visualizing microservices in augmented reality","10.1109/SOSE55356.2022.00012",2022,"SNOWBALLING FORWARD 1"
"M515","Semantic Code Clone Detection Method for Distributed Enterprise Systems","10.5220/0011032200003200",2022,"SNOWBALLING FORWARD 1"
"M516","CRISP: Critical Path Analysis of Large-Scale Microservice Architectures","",2022,"SNOWBALLING FORWARD 1"
"M517","An Automatic Scaling System for Online Application with Microservices Architecture","10.1109/JCC56315.2022.00018",2022,"SNOWBALLING FORWARD 1"
"M518","Characterizing and Mitigating Anti-patterns of Alerts in Industrial Cloud Systems","10.1109/DSN53405.2022.00047",2022,"SNOWBALLING FORWARD 1"
"M519","Big Data System Testing Method Based on Chaos Engineering","10.1109/ICEIEC54567.2022.9835072",2022,"SNOWBALLING FORWARD 1"
"M520","Kub-Sec, an automatic Kubernetes cluster AppArmor profile generation engine","10.1109/COMSNETS53615.2022.9668504",2022,"SNOWBALLING FORWARD 1"
"M521","A survey on organizational choices for microservice-based software architectures","10.55730/1300-0632.3843",2022,"SNOWBALLING FORWARD 1"
"M522","CAUSAL ALIGNMENT BASED FAULT ROOT CAUSES LOCALIZATION FOR WIRELESS NETWORK","10.1109/ICASSP43922.2022.9746064",2022,"SNOWBALLING FORWARD 1"
"M523","Reconstructing the Holistic Architecture of Microservice Systems using Static Analysis","10.5220/0011032100003200",2022,"SNOWBALLING FORWARD 1"
"M524","Low Overhead TCP/UDP Socket-based Tracing for Discovering Network Services Dependencies","10.2197/ipsjjip.30.260",2022,"SNOWBALLING FORWARD 1"
"M525","The operation and maintenance governance of microservices architecture systems: A systematic literature review","10.1002/smr.2433",2022,"SNOWBALLING FORWARD 1"
"M526","A Microservices Quality Model Based on Microservices Anti-patterns","10.1109/JCSSE54890.2022.9836297",2022,"SNOWBALLING FORWARD 1"
"M527","TimeAutoAD: Autonomous Anomaly Detection With Self-Supervised Contrastive Loss for Multivariate Time Series","10.1109/TNSE.2022.3148276",2022,"SNOWBALLING FORWARD 1"
"M528","Microservice security: a systematic literature review","10.7717/PEERJ-CS.779",2022,"SNOWBALLING FORWARD 1"
"M529","Service Call Chain Analysis for Microservice Systems","10.53106/160792642022112306004",2022,"SNOWBALLING FORWARD 1"
"M530","A model-driven approach for continuous performance engineering in microservice-based systems","10.1016/j.jss.2021.111084",2022,"SNOWBALLING FORWARD 1"
"M531","Composing Web Services Using a Multi-Agent Framework","10.1109/TSC.2020.3032976",2022,"SNOWBALLING FORWARD 1"
"M532","Delta Debugging Microservice Systems with Parallel Optimization","10.1109/TSC.2019.2919823",2022,"SNOWBALLING FORWARD 1"
"M533","Microscaler: Cost-Effective Scaling for Microservice Applications in the Cloud With an Online Learning Approach","10.1109/TCC.2020.2985352",2022,"SNOWBALLING FORWARD 1"
"M534","Design and Application of Basketball Microservice Platform","10.1155/2022/3928363",2022,"SNOWBALLING FORWARD 1"
"M535","Mining Root Cause Knowledge from Cloud Service Incident Investigations for AIOps","10.1109/ICSE-SEIP55303.2022.9793994",2022,"SNOWBALLING FORWARD 1"
"M536","Case for Microservices Orchestration Using Workflow Engines","10.1109/ICSE-NIER55298.2022.9793520",2022,"SNOWBALLING FORWARD 1"
"M537","Mining Fluctuation Propagation Graph Among Time Series with�Active Learning","10.1007/978-3-031-12423-5_17",2022,"SNOWBALLING FORWARD 1"
"M538","Generic and Robust Performance Diagnosis via Causal Inference for OLTP Database Systems","10.1109/CCGrid54584.2022.00075",2022,"SNOWBALLING FORWARD 1"
"M539","Unsupervised root-cause identification of software bugs in 5G RAN","10.1109/CCNC49033.2022.9700501",2022,"SNOWBALLING FORWARD 1"
"M540","Online Summarizing Alerts through Semantic and Behavior Information","10.1145/3510003.3510055",2022,"SNOWBALLING FORWARD 1"
"M541","Practical and Scalable ML-Driven Cloud Performance Debugging with Sage","10.1109/MM.2022.3169445",2022,"SNOWBALLING FORWARD 1"
"M542","Adaptive Performance Anomaly Detection for Online Service Systems via Pattern Sketching","10.1145/3510003.3510085",2022,"SNOWBALLING FORWARD 1"
"M543","Microservices Integrated Performance and Reliability Testing","10.1145/3524481.3527233",2022,"SNOWBALLING FORWARD 1"
"M544","Constructing a service process model based on distributed tracing for conformance checking of microservices","10.1109/NOMS54207.2022.9789804",2022,"SNOWBALLING FORWARD 1"
"M545","Change Point Evaluation in Networking Logs with Periodicity Filtering and Bootstrapping","10.1109/NOMS54207.2022.9789925",2022,"SNOWBALLING FORWARD 1"
"M546","Exploring and Understanding Cross-service Code Clones in Microservice Projects","10.1145/3524610.3527925",2022,"SNOWBALLING FORWARD 1"
"M547","Fault Report Generation for ICT Systems by Jointly Learning Time-series and Text Data","10.1109/NOMS54207.2022.9789784",2022,"SNOWBALLING FORWARD 1"
"M548","NoSQL Database Performance Diagnosis through System Call-level Introspection","10.1109/NOMS54207.2022.9789934",2022,"SNOWBALLING FORWARD 1"
"M549","An approach to modeling and simulating resiliency in multidisciplinary microservice networks","10.1142/S1793962323500113",2022,"SNOWBALLING FORWARD 1"
"M550","Parallelizing Automatic Model Management System for AIOps on Microservice Platforms","10.1007/978-3-031-06156-1_30",2022,"SNOWBALLING FORWARD 1"
"M551","Using Deep Learning to Generate Complete Log Statements","10.1145/3510003.3511561",2022,"SNOWBALLING FORWARD 1"
"M552","FaaS Migration Approach for Monolithic Applications Based on Dynamic and Static Analysis [?????????????? FaaS ????]","10.13328/j.cnki.jos.006377",2022,"SNOWBALLING FORWARD 1"
"M553","Compatibility checking for cyber-physical systems based on microservices","10.1002/spe.3131",2022,"SNOWBALLING FORWARD 1"
"M554","Towards a Fault Taxonomy for Microservices-Based Applications","10.1145/3555228.3555245",2022,"SNOWBALLING FORWARD 1"
"M555","A systematic literature review on benchmarks for evaluating debugging approaches","10.1016/j.jss.2022.111423",2022,"SNOWBALLING FORWARD 1"
"M556","Machine Learning-based Orchestration of Containers: A Taxonomy and Future Directions","10.1145/3510415",2022,"SNOWBALLING FORWARD 1"
"M557","Causal Inference-Based Root Cause Analysis for Online Service Systems with Intervention Recognition","10.1145/3534678.3539041",2022,"SNOWBALLING FORWARD 1"
"M558","Entropy-Based Discovery of Summary Causal Graphs in Time Series","10.3390/e24081156",2022,"SNOWBALLING FORWARD 1"
"M559","Adaptive Resource Efficient Microservice Deployment in Cloud-Edge Continuum","10.1109/TPDS.2021.3128037",2022,"SNOWBALLING FORWARD 1"
"M560","Fine-Grained Diagnosis Method for Microservice Faults Based on Hierarchical Correlation Analysis","10.1007/978-981-19-4546-5_2",2022,"SNOWBALLING FORWARD 1"
"M561","Metadata-based retrieval for resolution recommendation in AIOps","10.1145/3540250.3558964",2022,"SNOWBALLING FORWARD 1"
"M562","Predictive Models in Software Engineering: Challenges and Opportunities","10.1145/3503509",2022,"SNOWBALLING FORWARD 1"
"M563","QoS-Aware Co-Scheduling for Distributed Long-Running Applications on Shared Clusters","10.1109/TPDS.2022.3202493",2022,"SNOWBALLING FORWARD 1"
"M564","Mining the�Limits of�Granularity for�Microservice Annotations","10.1007/978-3-031-20984-0_19",2022,"SNOWBALLING FORWARD 1"
"M565","Design and implementation of call chain management system for microservice environment","10.1145/3582197.3582247",2022,"SNOWBALLING FORWARD 1"
"M566","AQUATOPE: QoS-and-Uncertainty-Aware Resource Management for Multi-stage Serverless Workflows","10.1145/3567955.3567960",2022,"SNOWBALLING FORWARD 1"
"M567","A Survey on Graph Neural Networks for Microservice-Based Cloud Applications","10.3390/s22239492",2022,"SNOWBALLING FORWARD 1"
"M568","Micro2vec: Anomaly detection in microservices systems by mining numeric representations of computer logs","10.1016/j.jnca.2022.103515",2022,"SNOWBALLING FORWARD 1"
"M569","CoScal: Multifaceted Scaling of Microservices With Reinforcement Learning","10.1109/TNSM.2022.3210211",2022,"SNOWBALLING FORWARD 1"
"M570","DeepScaling: Microservices AutoScaling for Stable CPU Utilization in Large Scale Cloud Systems","10.1145/3542929.3563469",2022,"SNOWBALLING FORWARD 1"
"M571","FullSight: A Feasible Intelligent and Collaborative Framework for Service Function Chains Failure Detection","10.1109/TNSM.2022.3183216",2022,"SNOWBALLING FORWARD 1"
"M572","An In-Depth Study of Microservice Call Graph and Runtime Performance","10.1109/TPDS.2022.3174631",2022,"SNOWBALLING FORWARD 1"
"M573","Detecting DoS Attacks in Microservice Applications: Approach and Case Study","10.1145/3569902.3569916",2022,"SNOWBALLING FORWARD 1"
"M574","An Online Real-Time Anomaly Detection Method for Microservice Call Chains","10.19678/j.issn.1000-3428.0063817",2022,"SNOWBALLING FORWARD 1"
"M575","The Power of Prediction: Microservice Auto Scaling via Workload Learning","10.1145/3542929.3563477",2022,"SNOWBALLING FORWARD 1"
"M576","Beauty and the beast: A case study on performance prototyping of data-intensive containerized cloud applications","10.1145/3491204.3527482",2022,"SNOWBALLING FORWARD 1"
"M577","A holistic evaluation methodology for configuring production data centers","10.1002/cpe.7257",2022,"SNOWBALLING FORWARD 1"
"M578","Modelling and analysing the reliability for microservice-based cloud application based on predicate Petri net","10.1111/exsy.12924",2022,"SNOWBALLING FORWARD 1"
"M579","A Study on the Aging and Fault Tolerance of Microservices in Kubernetes","10.1109/ACCESS.2022.3231191",2022,"SNOWBALLING FORWARD 1"
"M580","ABOUT THE SECURE ARCHITECTURE OF A MICROSERVICE-BASED COMPUTING SYSTEM [? ?????????? ??????????? ?????????????? ??????? ?? ?????? ?????????????]","10.14357/19922264220413",2022,"SNOWBALLING FORWARD 1"
"M581","Architecture-based Failure Prediction via LSTM and Bayesian Network in Service-oriented Systems","10.1109/ICAML57167.2022.00015",2022,"SNOWBALLING FORWARD 1"
"M582","Graph based Incident Extraction and Diagnosis in Large-Scale Online Systems","10.1145/3551349.3556904",2022,"SNOWBALLING FORWARD 1"
"M583","Improved Data-Driven Root Cause Analysis in a Fog Computing Environment","10.4018/IJIIT.296238",2022,"SNOWBALLING FORWARD 1"
"M584","TraceCRL: contrastive representation learning for microservice trace analysis","10.1145/3540250.3549146",2022,"SNOWBALLING FORWARD 1"
"M585","N-Lane Bridge Performance Antipattern Analysis Using System-Level Execution Tracing","10.1109/SCAM55253.2022.00015",2022,"SNOWBALLING FORWARD 1"
"M586","Intervention Target Estimation in the Presence of Latent Variables","",2022,"SNOWBALLING FORWARD 1"
"M587","OpenLog: Incremental Anomaly Classification with Changing, Unbalanced and Unknown Logs","10.1109/ISPA-BDCloud-SocialCom-SustainCom57177.2022.00079",2022,"SNOWBALLING FORWARD 1"
"M588","Wireless Network Fault Localization via Metric Classification","10.1109/MASS56207.2022.00049",2022,"SNOWBALLING FORWARD 1"
"M589","Going through the Life Cycle of Faults in Clouds: Guidelines on Fault Handling","10.1109/ISSRE55969.2022.00022",2022,"SNOWBALLING FORWARD 1"
"M590","Data Quality Matters: A Case Study on Data Label Correctness for Security Bug Report Prediction","10.1109/TSE.2021.3063727",2022,"SNOWBALLING FORWARD 1"
"M591","B-Meg: Bottlenecked-microservices extraction using graph neural networks","10.1145/3491204.3527494",2022,"SNOWBALLING FORWARD 1"
"M592","Actionable and interpretable fault localization for recurring failures in online service systems","10.1145/3540250.3549092",2022,"SNOWBALLING FORWARD 1"
"M593","ViSRE: A Unified Visual Analysis Dashboard for Proactive Cloud Outage Management","10.1109/VISSOFT55257.2022.00010",2022,"SNOWBALLING FORWARD 1"
"M594","Fine-grained Spatiotemporal Features-Based for Anomaly Detection in Microservice Systems","10.1109/HPCC-DSS-SmartCity-DependSys57074.2022.00138",2022,"SNOWBALLING FORWARD 1"
"M595","CloudOps: Towards the Operationalization of the Cloud Continuum: Concepts, Challenges and a Reference Framework","10.3390/app12094347",2022,"SNOWBALLING FORWARD 1"
"M596","HiveMind: A Hardware-Sofware System Stack for Serverless Edge Swarms","10.1145/3470496.3527407",2022,"SNOWBALLING FORWARD 1"
"M597","Practical Efficient Microservice Autoscaling with QoS Assurance","10.1145/3502181.3531460",2022,"SNOWBALLING FORWARD 1"
"M598","Tastes Great! Less Filling! High Performance and Accurate Training Data Collection for Self-Driving Database Management Systems","10.1145/3514221.3517845",2022,"SNOWBALLING FORWARD 1"
"M599","Code Smell Prioritization with Business Process Mining and Static Code Analysis: A Case Study","10.3390/electronics11121880",2022,"SNOWBALLING FORWARD 1"
"M600","A Simple Approach to Detect Anomalies in Microservices-Based Systems Using PyOD","10.18803/capsi.v22.177-186",2022,"SNOWBALLING FORWARD 1"
"M601","Student Research Abstract: On Language-Agnostic Abstract-Syntax Trees","10.1145/3477314.3506962",2022,"SNOWBALLING FORWARD 1"
"M602","A Semi-Supervised VAE Based Active Anomaly Detection Framework in Multivariate Time Series for Online Systems","10.1145/3485447.3511984",2022,"SNOWBALLING FORWARD 1"
"M603","CONSERVE: A framework for the selection of techniques for monitoring containers security","10.1016/j.jss.2021.111158",2022,"SNOWBALLING FORWARD 1"
"M604","DeepRest: Deep Resource Estimation for Interactive Microservices","10.1145/3492321.3519564",2022,"SNOWBALLING FORWARD 1"
"M605","Literature Review on Log Anomaly Detection Approaches Utilizing Online Parsing Methodology?","10.1109/APSEC53868.2021.00068",2021,"SNOWBALLING FORWARD 1"
"M606","CloudPin: A Root Cause Localization Framework of Shared Bandwidth Package Traffic Anomalies in Public Cloud Networks","10.1109/ISSRE52982.2021.00046",2021,"SNOWBALLING FORWARD 1"
"M607","Robust KPI Anomaly Detection for Large-Scale Software Services with Partial Labels","10.1109/ISSRE52982.2021.00023",2021,"SNOWBALLING FORWARD 1"
"M608","Identifying Root-Cause Metrics for Incident Diagnosis in Online Service Systems","10.1109/ISSRE52982.2021.00022",2021,"SNOWBALLING FORWARD 1"
"M609","Semi-automated Cross-Component Issue Management and Impact Analysis","10.1109/ASE51524.2021.9678830",2021,"SNOWBALLING FORWARD 1"
"M610","Using Static Analysis to Address Microservice Architecture Reconstruction","10.1109/ASE51524.2021.9678749",2021,"SNOWBALLING FORWARD 1"
"M611","Modeling and verification of Industrial Microservice Architecture Based on Formal Methods","10.1109/CAC53003.2021.9727653",2021,"SNOWBALLING FORWARD 1"
"M612","Groot: An Event-graph-based Approach for Root Cause Analysis in Industrial Settings","10.1109/ASE51524.2021.9678708",2021,"SNOWBALLING FORWARD 1"
"M613","Automatic Extraction of Behavioral Features for Test Program Similarity Analysis","10.1109/ISSREW53611.2021.00054",2021,"SNOWBALLING FORWARD 1"
"M614","A Survey on Device Behavior Fingerprinting: Data Sources, Techniques, Application Scenarios, and Datasets","10.1109/COMST.2021.3064259",2021,"SNOWBALLING FORWARD 1"
"M615","Building Agile Workflow Microservice System for HPC Applications Based on Fast-start OSv","10.1109/ICPADS53394.2021.00071",2021,"SNOWBALLING FORWARD 1"
"M616","Artificial Intelligence Methods for Software Debugging","10.1142/97898112399220014",2021,"SNOWBALLING FORWARD 1"
"M617","Developing self-adaptive microservice systems: Challenges and directions","10.1109/MS.2019.2955937",2021,"SNOWBALLING FORWARD 1"
"M618","AI-based Database Performance Diagnosis [????????????????]","10.13328/j.cnki.jos.006177",2021,"SNOWBALLING FORWARD 1"
"M619","Nightcore: Efficient and scalable serverless computing for latency-sensitive, interactive microservices","10.1145/3445814.3446701",2021,"SNOWBALLING FORWARD 1"
"M620","Anomaly Detection in Microservice Systems Using Autoencoders","10.1109/ICAC57685.2022.10025259",2022,"SNOWBALLING FORWARD 1"
"M621","Causal Inference Techniques for Microservice Performance Diagnosis: Evaluation and Guiding Recommendations","10.1109/ACSOS52086.2021.00029",2021,"SNOWBALLING FORWARD 1"
"M622","Dagger: Efficient and fast RPCs in cloud microservices with near-memory reconfigurable NICs","10.1145/3445814.3446696",2021,"SNOWBALLING FORWARD 1"
"M623","REMOTE MONITORING OF WORKFLOWS [????????? ?????????? ??????? ?????????]","10.14357/19922264210301",2021,"SNOWBALLING FORWARD 1"
"M624","An Influence-Based Approach for Root Cause Alarm Discovery in Telecom Networks","10.1007/978-3-030-76352-7_16",2021,"SNOWBALLING FORWARD 1"
"M625","Characterizing network performance of single-node large-scale container deployments","10.1109/CloudNet53349.2021.9657138",2021,"SNOWBALLING FORWARD 1"
"M626","PUTraceAD: Trace Anomaly Detection with Partial Labels based on GNN and PU Learning","10.1109/ISSRE55969.2022.00032",2022,"SNOWBALLING FORWARD 1"
"M627","On the Future of Cloud Engineering","10.1109/IC2E52221.2021.00044",2021,"SNOWBALLING FORWARD 1"
"M628","Modeling Interactions Among Microservices Communicating via FIFO or Bag Buffers","10.1007/978-3-030-72795-6_41",2021,"SNOWBALLING FORWARD 1"
"M629","TELESTO: A Graph Neural Network Model for Anomaly Classification in�Cloud Services","10.1007/978-3-030-76352-7_23",2021,"SNOWBALLING FORWARD 1"
"M630","Decentralized Federated Learning Preserves Model and Data Privacy","10.1007/978-3-030-76352-7_20",2021,"SNOWBALLING FORWARD 1"
"M631","FaaSter Troubleshooting - Evaluating Distributed Tracing Approaches for Serverless Applications","10.1109/IC2E52221.2021.00022",2021,"SNOWBALLING FORWARD 1"
"M632","IT Infrastructure Anomaly Detection and Failure Handling: A Systematic Literature Review Focusing on Datasets, Log Preprocessing, Machine Deep Learning Approaches and Automated Tool","10.1109/ACCESS.2021.3128283",2021,"SNOWBALLING FORWARD 1"
"M633","Root Cause Analysis of Data Integrity Errors in Networked Systems with Incomplete Information","10.1109/ICTC52510.2021.9621124",2021,"SNOWBALLING FORWARD 1"
"M634","What Distributed Systems Say: A Study of Seven Spark Application Logs","10.1109/SRDS53918.2021.00030",2021,"SNOWBALLING FORWARD 1"
"M635","Sieve: Attention-based Sampling of End-to-End Trace Data in Distributed Microservice Systems","10.1109/ICWS53863.2021.00063",2021,"SNOWBALLING FORWARD 1"
"M636","An Empirical Study on Underlying Correlations between Runtime Performance Deficiencies and 'Bad Smells' of Microservice Systems","10.1109/ICWS53863.2021.00103",2021,"SNOWBALLING FORWARD 1"
"M637","Performance Analysis of Anomaly Detection Methods for Application System on Kubernetes with Auto-scaling and Self-healing","10.23919/CNSM52442.2021.9615544",2021,"SNOWBALLING FORWARD 1"
"M638","MicroHECL: High-efficient root cause localization in large-scale microservice systems","10.1109/ICSE-SEIP52600.2021.00043",2021,"SNOWBALLING FORWARD 1"
"M639","Microservice Resilience Risk Identification and Analysis Based on Chaos Engineering [???????????????????]","10.13328/j.cnki.jos.006231",2021,"SNOWBALLING FORWARD 1"
"M640","Enabling Practical Cloud Performance Debugging with Unsupervised Learning","10.1145/3544497.3544503",2022,"SNOWBALLING FORWARD 1"
"M641","Efficient online log parsing with log punctuations signature","10.3390/app112411974",2021,"SNOWBALLING FORWARD 1"
"M642","On microservice analysis and architecture evolution: A systematic mapping study","10.3390/app11177856",2021,"SNOWBALLING FORWARD 1"
"M643","On the impact of Performance Antipatterns in multi-objective software model refactoring optimization","10.1109/SEAA53835.2021.00036",2021,"SNOWBALLING FORWARD 1"
"M644","Detecting Causal Structure on Cloud Application Microservices Using Granger Causality Models","10.1109/CLOUD53861.2021.00072",2021,"SNOWBALLING FORWARD 1"
"M645","CloudRCA: A Root Cause Analysis Framework for Cloud Computing Platforms","10.1145/3459637.3481903",2021,"SNOWBALLING FORWARD 1"
"M646","Tprof: Performance profiling via structural aggregation and automated analysis of distributed systems traces","10.1145/3472883.3486994",2021,"SNOWBALLING FORWARD 1"
"M647","Iter8: Online experimentation in the cloud","10.1145/3472883.3486984",2021,"SNOWBALLING FORWARD 1"
"M648","Service-level fault injection testing","10.1145/3472883.3487005",2021,"SNOWBALLING FORWARD 1"
"M649","Characterizing microservice dependency and performance: Alibaba trace analysis","10.1145/3472883.3487003",2021,"SNOWBALLING FORWARD 1"
"M650","Identifying bad software changes via multimodal anomaly detection for online service systems","10.1145/3468264.3468543",2021,"SNOWBALLING FORWARD 1"
"M651","Localization of the Root Cause of the Anomaly","10.3103/S0146411621080137",2021,"SNOWBALLING FORWARD 1"
"M652","Use of Contradictions in Data for Finding Implicit Failures in Computer Systems","10.3103/S0146411621080149",2021,"SNOWBALLING FORWARD 1"
"M653","DistAppGaurd: Distributed Application Behaviour Profiling in Cloud-Based Environment","10.1145/3485832.3485907",2021,"SNOWBALLING FORWARD 1"
"M654","Tritium: A cross-layer analytics system for enhancing microservice rollouts in the cloud","10.1145/3493649.3493656",2021,"SNOWBALLING FORWARD 1"
"M655","DMFE: Did my function execute?","10.1145/3468737.3494086",2021,"SNOWBALLING FORWARD 1"
"M656","LEKG: A System for Constructing Knowledge Graphs from Log Extraction","10.1145/3502223.3502250",2021,"SNOWBALLING FORWARD 1"
"M657","Towards failure correlation for improved cloud application service resilience","10.1145/3492323.3495586",2021,"SNOWBALLING FORWARD 1"
"M658","An Experience Report on Producing Verifiable Builds for Large-Scale Commercial Systems","10.1109/TSE.2021.3092692",2021,"SNOWBALLING FORWARD 1"
"M659","Microservice Maintainability Measurement Based on Multi-sourced Feature Space [??????????????????]","10.13328/j.cnki.jos.006235",2021,"SNOWBALLING FORWARD 1"
"M660","Self-Healing Dilemmas in Distributed Systems: Fault Correction vs. Fault Tolerance","10.1109/TNSM.2021.3092939",2021,"SNOWBALLING FORWARD 1"
"M661","Design, monitoring, and testing of microservices systems: The practitioners? perspective","10.1016/j.jss.2021.111061",2021,"SNOWBALLING FORWARD 1"
"M662","Vet: Identifying and avoiding UI exploration tarpits","10.1145/3468264.3468554",2021,"SNOWBALLING FORWARD 1"
"M663","Metadata for root cause analysis","",2021,"SNOWBALLING FORWARD 1"
"M664","Energy, performance and cost efficient cloud datacentres: A survey","10.1016/j.cosrev.2021.100390",2021,"SNOWBALLING FORWARD 1"
"M665","DeepLV: Suggesting log levels using ordinal based neural networks","10.1109/ICSE43902.2021.00131",2021,"SNOWBALLING FORWARD 1"
"M666","Detecting User-Perceived Failure in Mobile Applications via Mining User Traces","10.1109/ICSE-Companion52605.2021.00054",2021,"SNOWBALLING FORWARD 1"
"M667","Learning Dependencies in Distributed Cloud Applications to Identify and Localize Anomalies","10.1109/CloudIntelligence52565.2021.00011",2021,"SNOWBALLING FORWARD 1"
"M668","Kmon: An In-kernel Transparent Monitoring System for Microservice Systems with eBPF","10.1109/CloudIntelligence52565.2021.00014",2021,"SNOWBALLING FORWARD 1"
"M669","Evaluating service-oriented and microservice architecture patterns to deploy ehealth applications in cloud computing environment","10.3390/app11104350",2021,"SNOWBALLING FORWARD 1"
"M670","SuanMing: Explainable Prediction of Performance Degradations in Microservice Applications","10.1145/3427921.3450248",2021,"SNOWBALLING FORWARD 1"
"M671","Microservice Anomaly Detection Based on Tracing Data Using Semi-supervised Learning","10.1109/ICAIBD51990.2021.9459100",2021,"SNOWBALLING FORWARD 1"
"M672","Research progress of anomaly detection for complex networks [???????????????]","10.13195/j.kzyjc.2020.0055",2021,"SNOWBALLING FORWARD 1"
"M673","Semi-supervised log-based anomaly detection via probabilistic label estimation","10.1109/ICSE43902.2021.00130",2021,"SNOWBALLING FORWARD 1"
"M674","An Empirical Study on Microservice Software Development","10.1109/SESoS-WDES52566.2021.00008",2021,"SNOWBALLING FORWARD 1"
"M675","A survey of software log instrumentation","10.1145/3448976",2021,"SNOWBALLING FORWARD 1"
"M676","Root Cause Analysis in 5G/6G Networks","10.1109/FiCloud49777.2021.00039",2021,"SNOWBALLING FORWARD 1"
"M677","? Viz: Visualization of Microservices","10.1109/IV53921.2021.00028",2021,"SNOWBALLING FORWARD 1"
"M678","A variability-enabling and model-driven approach to adaptive microservice-based systems","10.1109/COMPSAC51774.2021.00130",2021,"SNOWBALLING FORWARD 1"
"M679","MicroRank: End-to-end latency issue localization with extended spectrum analysis in microservice environments","10.1145/3442381.3449905",2021,"SNOWBALLING FORWARD 1"
"M680","A Survey on Automated Log Analysis for Reliability Engineering","10.1145/3460345",2021,"SNOWBALLING FORWARD 1"
"M681","Tigris: A DSL and framework for monitoring software systems at runtime","10.1016/j.jss.2021.110963",2021,"SNOWBALLING FORWARD 1"
"M682","On the nature of issues in five open source microservices systems: An empirical study","10.1145/3463274.3463337",2021,"SNOWBALLING FORWARD 1"
"M683","Helping Developers Analyze and Debug Industrial Microservice Systems","10.1109/MC.2019.2957845",2020,"SNOWBALLING FORWARD 1"
"M684","Research Progress on Software Bug Localization Technology Based on Information Retrieval [???????????????????]","10.13328/j.cnki.jos.006081",2020,"SNOWBALLING FORWARD 1"
"M685","Understanding and handling alert storm for online service systems","10.1145/3377813.3381363",2020,"SNOWBALLING FORWARD 1"
"M686","Localizing Failure Root Causes in a Microservice through Causality Inference","10.1109/IWQoS49365.2020.9213058",2020,"SNOWBALLING FORWARD 1"
"M687","Survey on Edge Computing Security","10.1109/ICBAIE49996.2020.00027",2020,"SNOWBALLING FORWARD 1"
"M688","Graph Based Root Cause Analysis in Cloud Data Center","10.1109/SoSE50414.2020.9130526",2020,"SNOWBALLING FORWARD 1"
"M689","A Novel Edge-To-Cloud-As-A-Service (E2CaaS) Model for Building Software Services in Smart Cities","10.1109/MDM48529.2020.00079",2020,"SNOWBALLING FORWARD 1"
"M690","What Went Wrong? Explaining Cascading Failures in Microservice-Based Applications","10.1007/978-3-030-87568-8_9",2021,"SNOWBALLING FORWARD 1"
"M691","A container orchestration development that optimizes the etherpad collaborative editing tool through a novel management system","10.3390/electronics9050828",2020,"SNOWBALLING FORWARD 1"
"M692","Research Progress on the Development of Microservices [???????????????]","10.7544/issn1000-1239.2020.20190624",2020,"SNOWBALLING FORWARD 1"
"M693","Detecting and localizing anomalies in container clusters using markov models","10.3390/electronics9010064",2020,"SNOWBALLING FORWARD 1"
"M694","Evaluation of Causal Inference Techniques for AIOps","10.1145/3430984.3431027",2020,"SNOWBALLING FORWARD 1"
"M695","Evaluating the impact of inter process communication in microservice architectures","",2020,"SNOWBALLING FORWARD 1"
"M696","On Code Analysis Opportunities and Challenges for Enterprise Systems and Microservices","10.1109/ACCESS.2020.3019985",2020,"SNOWBALLING FORWARD 1"
"M697","Telemonitoring System for Infectious Disease Prediction in Elderly People Based on a Novel Microservice Architecture","10.1109/ACCESS.2020.3005638",2020,"SNOWBALLING FORWARD 1"
"M698","Analyse resilience risks in microservice architecture systems with causality search and inference algorithms","10.1504/IJWGS.2020.107921",2020,"SNOWBALLING FORWARD 1"
"M699","The design and application of landslide monitoring and early warning system based on microservice architecture","10.1080/19475705.2020.1766580",2020,"SNOWBALLING FORWARD 1"
"M700","Automatic Analysis of Complex Interactions in Microservice Systems","10.1155/2020/2128793",2020,"SNOWBALLING FORWARD 1"
"M701","Microservices: Architecture, Communication, and Challenges [?????:????, ?????]","10.3969/j.issn.0255-8297.2020.05.008",2020,"SNOWBALLING FORWARD 1"
"M702","Microservice transition and its granularity problem: A systematic mapping study","10.1002/spe.2869",2020,"SNOWBALLING FORWARD 1"
"M703","ViperProbe: Rethinking Microservice Observability with eBPF","10.1109/CloudNet51028.2020.9335808",2020,"SNOWBALLING FORWARD 1"
"M704","How Incidental are the Incidents? Characterizing and Prioritizing Incidents for Large-Scale Online Service Systems","10.1145/3324884.3416624",2020,"SNOWBALLING FORWARD 1"
"M705","How to mitigate the incident? an effective troubleshooting guide recommendation technique for online service systems","10.1145/3368089.3417054",2020,"SNOWBALLING FORWARD 1"
"M706","Information system development for restricting access to software tool built on microservice architecture","10.1051/e3sconf/202022401041",2020,"SNOWBALLING FORWARD 1"
"M707","Causal Modeling based Fault Localization in Cloud Systems using Golden Signals","10.1109/CLOUD53861.2021.00026",2021,"SNOWBALLING FORWARD 1"
